ï»¿Contact_Name,Contact_Email,Contact_Affiliation,Metadata_Provider_Name,Location_ID,Location_Name,Location_Alias,Location_Activity,Location_Category,Measurement_Categories,Years_Data_Collected,Research_Theme,Description,Geographic_Region,Parent_Location_ID,Latitude,Longitude,Lat_Long_Measurement_Method,Topographical_Elevation,Topo_Elev_Measurement_Method,Depth_Profile_Elevations,Instrumentation,Variables_Measured,Related_Reference,Location_Metadata_Version
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,214-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,UC,UC,38.857266,-107.091750,RTK,3020.15,USGS DEM,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,215-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,UC,UC,38.857330,-107.091700,RTK,3024.08,USGS DEM,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,216-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,UC,UC,38.857385,-107.091630,RTK,3025.81,USGS DEM,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,217-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,UC,UC,38.857654,-107.091700,RTK,3036.37,USGS DEM,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,218-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,UC,UC,38.857769,-107.091580,RTK,3043.14,USGS DEM,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,219-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.962247,-107.030020,RTK,3227.97,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,220-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.962189,-107.030090,RTK,3225.46,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,221-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.962125,-107.030150,RTK,3222.39,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,222-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.962079,-107.030200,RTK,3219.92,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,223-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.961962,-107.030190,RTK,3215.12,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,224-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.961815,-107.030300,RTK,3206.89,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,225-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.961778,-107.030370,RTK,3204.89,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,226-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.961795,-107.030440,RTK,3204.77,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,227-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.961713,-107.030500,RTK,3202.47,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,228-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.961576,-107.030590,RTK,3199.78,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,229-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.961823,-107.029640,RTK,3216.4,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,230-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,"-9,999.000000","-9,999.000000",RTK,-9999,N/A,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,231-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,"-9,999.000000","-9,999.000000",RTK,-9999,N/A,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,232-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.961553,-107.029620,RTK,3202.35,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,233-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.961518,-107.029600,RTK,3200.13,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,234-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.961494,-107.029630,RTK,3199.31,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,235-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.961441,-107.029810,RTK,3199.84,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,236-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.960791,-107.029660,RTK,3164.13,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,237-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.960682,-107.029680,RTK,3161.38,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,238-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,WGU,WGU,38.960587,-107.029710,RTK,3159.32,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,239-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,WGU,WGU,38.962414,-107.029570,RTK,3233.09,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,240-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,WGU,WGU,38.962537,-107.029790,RTK,3236.89,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,241-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,WGU,WGU,38.961612,-107.029540,RTK,3204.04,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,242-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,WGU,WGU,38.961490,-107.029350,RTK,3195.4,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,243-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,WGU,WGU,38.961143,-107.030090,RTK,3191.89,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,244-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,WGU,WGU,38.960816,-107.029540,RTK,3161.49,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,245-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,WGU,WGU,38.960684,-107.029590,RTK,3158.5,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,246-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,WGU,WGU,38.960306,-107.029570,RTK,3147.9,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,247-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,WGU,WGU,38.960089,-107.029610,RTK,3145.97,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,248-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,WGU,WGU,38.960647,-107.031970,RTK,3163.1,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,249-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,WGU,WGU,38.961513,-107.028600,RTK,3187.64,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,250-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,WGU,WGU,38.961528,-107.029010,RTK,3195.95,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,251-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,WGU,WGU,38.961855,-107.028640,RTK,3204.46,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,252-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,WGU,WGU,38.962088,-107.028840,RTK,3215.69,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,253-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,WGU,WGU,38.962148,-107.029370,RTK,3229.51,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,254-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,WGU,WGU,38.962183,-107.029370,RTK,3230.45,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
